# This file contains the data of final population
# of objectives = 2, # of constraints = 2, # of real_var = 16, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
4.355843e-01	5.504999e-01	5.194852e-01	1.869051e-01	3.273080e-01	2.507924e-01	9.257687e-02	-1.247349e-02	1.531994e-01	1.306030e-01	-4.303031e-02	2.927834e-01	9.172311e-02	3.771301e-01	-2.403242e-01	2.821101e-01	1.415002e-02	1.476849e-01	-2.391627e-01	-1.959235e-02	0.000000e+00	1	4.809607e-03
1.222140e+00	3.213281e-01	1.326305e-01	2.922927e-02	8.262699e-01	2.010607e-01	-2.772540e-01	-2.403236e-01	-2.165076e-01	-8.089822e-01	-7.232856e-02	-8.776708e-01	2.516467e-01	-7.572663e-01	5.209852e-02	-5.254310e-01	4.133676e-01	-3.483641e-01	2.801259e-01	-1.756896e-01	0.000000e+00	1	1.849310e-01
1.485111e+00	3.055345e-01	3.278706e-02	4.171904e-02	8.257420e-01	1.078560e-01	-1.045295e+00	-2.227357e-01	-4.214422e-03	-6.038427e-01	-9.659548e-02	-8.796193e-01	1.047551e-01	-7.769641e-01	9.332606e-02	-3.875005e-01	3.310491e-01	-1.990720e-01	1.051555e+00	-3.425950e-01	0.000000e+00	1	6.479857e-02
3.501162e-01	8.142880e-01	5.194852e-01	1.869051e-01	3.273080e-01	2.507924e-01	2.078131e-01	-1.247349e-02	1.531994e-01	1.306030e-01	-4.303031e-02	2.927834e-01	-8.455328e-02	3.771301e-01	-1.204815e-01	2.821101e-01	-1.472547e-01	-2.849242e-01	-2.391627e-01	3.410965e-01	0.000000e+00	1	1.063533e-01
3.320679e-01	9.332814e-01	2.968485e-01	3.261078e-01	1.940544e-01	-3.221800e-01	1.342840e-01	-2.460824e-01	-1.271322e-02	-3.274201e-02	6.901122e-02	-1.454752e-01	-1.601151e-01	-3.222689e-01	2.619470e-01	-4.394179e-01	1.031026e-01	7.347134e-02	4.888157e-02	1.590331e-01	0.000000e+00	1	6.910587e-02
4.409262e+00	1.567244e-01	1.861939e-02	8.271504e-02	8.508745e-01	-2.031863e-01	-3.369391e-02	-3.805504e-01	3.188448e-03	-6.033140e-01	1.399858e+00	-5.850931e-01	3.982963e-04	-5.450916e-01	-1.114189e-01	-3.465772e-01	-2.496349e-01	3.360012e-02	1.235712e-01	2.595492e-01	0.000000e+00	1	1.000000e+14
4.461220e-01	5.480904e-01	5.194852e-01	5.307994e-01	3.273080e-01	2.507924e-01	9.257687e-02	3.314208e-01	1.529704e-01	1.306030e-01	-4.303031e-02	2.927834e-01	9.172311e-02	3.771301e-01	-4.962537e-02	2.821101e-01	1.415002e-02	1.476849e-01	-3.915408e-01	-1.959235e-02	0.000000e+00	1	1.559718e-02
1.754979e+00	1.604731e-01	3.402168e-02	2.479616e-02	8.257048e-01	1.095592e-01	-3.303884e-01	-2.392978e-01	-2.250909e-02	-4.643304e-01	-6.637634e-02	-7.288950e-01	-5.699297e-02	-6.495922e-01	4.800370e-01	-5.287270e-01	-6.933849e-02	-4.365080e-01	7.643391e-02	-2.118259e-02	0.000000e+00	1	2.583438e-01
3.717141e+00	1.589723e-01	1.678432e-02	4.570788e-02	8.508745e-01	-2.050213e-01	2.832362e-02	-4.175576e-01	-8.369425e-02	-7.633627e-01	2.348084e-01	-7.578443e-01	1.367700e-02	-6.457710e-01	-5.852729e-02	-3.180183e-01	-4.303035e-02	-4.005494e-02	-6.229444e-01	2.143123e-01	0.000000e+00	1	7.944403e-02
1.199763e-02	1.665328e+00	1.086659e+00	5.109063e-01	1.305219e-03	3.813604e-01	-1.883468e-02	1.215221e-02	-7.191678e-02	2.788091e-01	1.876011e-02	3.185156e-03	2.402013e-02	-1.365358e-01	1.735959e-03	-4.019890e-01	-1.520087e-02	-5.120090e-01	-6.354538e-02	-4.338947e-02	0.000000e+00	1	1.000000e+14
