# This file contains the data of final population
# of objectives = 2, # of constraints = 2, # of real_var = 4, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
6.829306e-01	1.663740e-01	2.774246e-03	1.406001e-01	6.699602e-01	7.745508e-01	-2.878813e-01	-3.892964e-02	0.000000e+00	1	1.000000e+14
6.631851e-04	1.179269e+00	1.130511e+00	5.037406e-01	1.482870e-05	4.234321e-01	-2.547123e-02	3.746158e-03	0.000000e+00	1	1.000000e+14
5.435879e-01	2.459270e-01	5.097360e-02	2.334319e-01	5.418191e-01	-1.162216e-01	3.913957e-01	2.961313e-01	0.000000e+00	1	9.428969e-02
4.519239e-01	3.008537e-01	1.697192e-01	2.806351e-01	4.518311e-01	-2.152047e-01	-5.382402e-02	-3.025992e-01	0.000000e+00	1	9.428969e-02
6.738260e-04	1.001572e+00	7.471970e-01	5.037365e-01	2.578544e-05	4.013823e-02	-2.547123e-02	3.746158e-03	0.000000e+00	1	8.790644e-02
5.715392e-01	2.194623e-01	4.983037e-03	1.830755e-01	5.684185e-01	5.065478e-02	3.422718e-01	3.929034e-01	0.000000e+00	1	4.406875e-02
6.090555e-01	2.015563e-01	1.352851e-02	2.019795e-01	6.084299e-01	4.413483e-01	1.745808e-01	4.369098e-01	0.000000e+00	1	3.969668e-02
6.111373e-01	1.978326e-01	5.658928e-03	2.079487e-01	6.092860e-01	4.413483e-01	1.853032e-01	4.404976e-01	0.000000e+00	1	2.883630e-02
6.693238e-01	1.671742e-01	3.403122e-03	1.430004e-01	6.689305e-01	7.745508e-01	-3.743688e-01	-2.709731e-02	0.000000e+00	1	2.788762e-02
5.505075e-01	2.272474e-01	6.583248e-03	2.179146e-01	5.504526e-01	-9.860513e-02	4.269216e-01	3.373031e-01	0.000000e+00	1	2.581212e-02
6.399021e-01	1.889349e-01	1.763575e-02	1.983044e-01	6.398287e-01	6.898018e-01	-1.326535e-01	2.729937e-01	0.000000e+00	1	2.547248e-02
6.420453e-01	1.831710e-01	8.194808e-03	1.842190e-01	6.414754e-01	6.898153e-01	-1.806942e-01	2.468857e-01	0.000000e+00	1	2.253590e-02
3.608585e-01	4.199447e-01	3.331836e-01	3.013350e-01	3.542826e-01	2.880528e-01	-3.431799e-01	-1.569375e-01	0.000000e+00	1	2.038880e-02
3.662823e-01	4.040803e-01	2.876961e-01	3.495809e-01	3.643769e-01	2.370919e-01	-3.293280e-01	-1.556576e-01	0.000000e+00	1	2.033423e-02
5.435879e-01	2.459270e-01	5.097360e-02	2.334319e-01	5.418191e-01	-1.162216e-01	3.913957e-01	2.961313e-01	0.000000e+00	1	1.429196e-02
3.246167e-01	4.624412e-01	3.282097e-01	3.116558e-01	3.223064e-01	2.334866e-01	-1.888409e-01	1.160432e-04	0.000000e+00	1	1.352836e-02
2.893576e-01	5.058778e-01	4.130580e-01	3.755888e-01	2.892407e-01	1.819877e-01	2.139055e-02	1.662360e-01	0.000000e+00	1	1.327128e-02
2.121245e-01	6.386434e-01	4.653957e-01	3.377685e-01	2.050883e-01	-1.416733e-01	7.988114e-02	2.866960e-02	0.000000e+00	1	1.240759e-02
