# This file contains the data of final population
# of objectives = 2, # of constraints = 2, # of real_var = 16, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
1.493965e-01	1.921684e+00	8.582827e-01	1.058553e+00	1.033923e-01	3.212944e-01	-4.160445e-02	6.313395e-01	-1.843935e-01	3.881669e-01	-2.216234e-01	-1.458610e-01	-1.613511e-01	-1.459613e-01	-1.845320e-02	-1.167080e-01	-6.476276e-02	-8.026625e-01	-4.335790e-02	-7.195494e-02	0.000000e+00	1	2.788373e-01
2.818870e-01	1.441960e+00	3.719069e-01	8.045770e-01	1.323469e-01	-1.662634e-01	-3.334207e-01	3.416792e-01	-2.272002e-01	1.192072e-01	-1.210111e-02	3.462917e-01	-9.275693e-04	-3.788128e-01	-1.680898e-01	-1.807717e-01	-1.633973e-01	-4.272690e-01	-2.687249e-02	2.746169e-01	0.000000e+00	1	3.369261e-02
3.535613e-01	1.095191e+00	2.936394e-01	7.596857e-01	1.218892e-01	-2.400438e-01	-3.661734e-01	3.128667e-01	-2.055200e-01	-1.931797e-01	-3.624947e-01	7.109868e-02	1.043747e-01	-2.296335e-02	9.097049e-02	-1.529171e-01	1.398980e-01	-3.823552e-01	1.608151e-01	-1.909640e-01	0.000000e+00	1	1.441308e-01
7.777950e-01	5.021088e-01	1.000446e-01	4.717931e-01	4.375945e-01	1.598017e-01	-2.560527e-01	2.990502e-01	-2.659406e-01	1.664351e-02	-1.711437e-01	1.088912e-01	1.720729e-01	-2.487767e-01	-3.696098e-01	-1.422499e-01	-1.799256e-01	-4.822048e-01	2.826664e-01	-1.211593e-01	0.000000e+00	1	2.062864e-01
9.567617e-02	9.398839e+00	1.749446e+00	1.722908e+00	2.890609e-02	1.091717e+00	1.080625e-01	1.256300e+00	-3.044461e-02	-6.363089e-01	-1.161536e-02	-1.803588e+00	-9.275693e-04	-9.901089e-01	-2.402192e-01	-7.695742e-01	-6.944951e-02	-6.189091e-01	5.353906e-02	-2.010027e-01	0.000000e+00	1	1.000000e+14
2.853081e-01	1.414704e+00	5.852728e-01	8.750874e-01	1.502965e-01	3.005988e-02	-2.671959e-01	3.789909e-01	-1.783737e-01	1.192072e-01	-2.315950e-01	3.462917e-01	9.192412e-03	-3.609717e-01	2.749879e-02	-2.442648e-01	-1.633973e-01	-4.580164e-01	-2.687249e-02	-1.910133e-01	0.000000e+00	1	2.989544e-02
5.789877e-01	9.064445e-01	6.082633e-01	4.276465e-01	3.471954e-01	4.614048e-01	2.170430e-01	3.154003e-01	-1.691833e-01	-6.594504e-02	-1.959305e-01	2.362594e-01	1.593050e-02	-2.884056e-01	2.221270e-02	1.204771e-01	-2.577212e-01	-6.509724e-02	-3.316776e-02	-1.172707e-01	0.000000e+00	1	1.844666e-01
1.079200e-01	6.357719e+00	8.529164e-01	8.055187e-01	4.423730e-03	1.521253e-01	-1.976241e-01	3.098819e-01	-3.044461e-02	-2.102945e-01	-1.161536e-02	-1.801789e+00	-9.275693e-04	-9.901089e-01	-2.402192e-01	4.200409e-01	-6.944951e-02	8.669646e-01	2.975123e-02	-1.843741e-01	0.000000e+00	1	3.542507e-01
9.851257e-01	4.563005e-01	1.759962e-01	4.628959e-01	4.168465e-01	2.634473e-01	-2.695243e-01	3.806210e-01	-5.858401e-01	3.936090e-01	-1.124154e-01	-4.305566e-02	-2.618241e-02	-1.316653e-01	-2.657722e-01	-2.741404e-01	2.716815e-01	-3.924466e-01	2.851619e-01	-2.260265e-01	0.000000e+00	1	1.000000e+14
1.506234e-01	1.800034e+00	8.835562e-01	6.486653e-01	9.674143e-02	3.418522e-01	7.754158e-02	2.253344e-01	-1.155902e-01	-5.866163e-01	-1.586993e-02	-6.753809e-02	-2.558781e-03	-3.850788e-01	-2.061442e-01	-3.087394e-01	-6.482676e-02	-6.539284e-01	-3.026406e-03	-1.487510e-01	0.000000e+00	1	1.846134e-02
