# This file contains the data of final population
# of objectives = 2, # of constraints = 2, # of real_var = 4, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
1.391233e-05	1.004033e+00	6.982342e-01	5.628868e-01	7.559054e-08	-8.872461e-03	3.719734e-03	6.288678e-02	0.000000e+00	1	1.000000e+14
9.569383e-01	5.757146e-02	5.722917e-03	2.595782e-03	9.517219e-01	6.206788e-01	2.241497e-02	7.791915e-01	0.000000e+00	1	1.000000e+14
6.288651e-01	1.871333e-01	3.317535e-03	1.925732e-01	6.288649e-01	6.026990e-01	-3.619155e-02	3.390881e-01	0.000000e+00	1	2.242612e-01
9.482835e-01	7.855006e-02	5.363876e-02	6.460526e-03	9.480387e-01	6.290299e-01	1.306053e-01	8.121897e-01	0.000000e+00	1	2.242612e-01
6.203353e-01	2.122238e-01	4.454449e-02	1.782836e-01	6.176489e-01	5.544240e-01	1.641866e-02	3.813058e-01	0.000000e+00	1	3.788038e-02
5.648537e-01	2.183862e-01	2.238184e-03	2.220678e-01	5.648514e-01	1.596708e-02	4.109259e-01	4.173265e-01	0.000000e+00	1	3.538889e-02
5.315838e-01	2.530500e-01	5.076749e-02	1.887541e-01	5.315483e-01	-1.799033e-01	4.115687e-01	1.757573e-01	0.000000e+00	1	2.743249e-02
4.968988e-01	2.591665e-01	1.056726e-01	3.004825e-01	4.942391e-01	-3.413680e-01	2.992092e-01	-1.639131e-02	0.000000e+00	1	2.445806e-02
3.425206e-01	4.332272e-01	3.047741e-01	3.293314e-01	3.425206e-01	2.529165e-01	-2.243240e-01	-7.288770e-02	0.000000e+00	1	1.545672e-02
5.382919e-01	2.481794e-01	5.227928e-02	2.729989e-01	5.382560e-01	-1.382288e-01	4.237275e-01	3.103253e-01	0.000000e+00	1	1.510399e-02
4.691434e-01	2.852093e-01	1.473635e-01	2.726403e-01	4.664069e-01	-2.873083e-01	4.252683e-03	-2.382872e-01	0.000000e+00	1	1.405666e-02
9.837215e-02	8.147965e-01	6.442840e-01	4.680423e-01	9.836103e-02	2.051592e-02	-4.120704e-02	-6.949854e-02	0.000000e+00	1	1.392585e-02
4.880103e-01	2.803213e-01	1.319563e-01	2.217654e-01	4.746490e-01	-3.206325e-01	-6.429463e-04	-2.382922e-01	0.000000e+00	1	1.368274e-02
